City_State,Timestamp,Traffic_Congestion (%),Avg_Vehicle_Speed (MPH),PM2.5_Level (µg/m³),CO2_Emissions (Metric Tons),Noise_Pollution (dB),Renewable_Energy (%),Electricity_Consumption (MWh),Water_Consumption (Million Gallons),Temperature (°F),Sensor_Reliability (0-1),Traffic_Incident,Weather_Condition
"Chicago, IL",04-02-2024 16:00,23,19,23.68,324.11,70,67.16,1057.56,68.07,80.4,0.95,Event Nearby,Cloudy
"San Antonio, TX",04-02-2024 17:00,76,33,9.24,117.74,67,18.7,1916.65,126.3,91.2,0.99,Event Nearby,Sunny
"Chicago, IL",04-02-2024 18:00,82,28,6.38,211.47,40,41.68,2565.65,71.7,47.6,0.89,Event Nearby,Foggy
"Philadelphia, PA",04-02-2024 19:00,85,68,25.53,334.89,47,50.05,3298.27,84.27,66.3,0.94,Clear,Cloudy
"Los Angeles, CA",04-02-2024 20:00,43,16,20.79,118.14,56,67.94,3628.45,22.19,72,0.79,Heavy Traffic,Rainy
"Houston, TX",04-02-2024 21:00,80,54,32.02,317.31,84,69.76,4282.75,159.54,90.9,0.79,Heavy Traffic,Foggy
"San Antonio, TX",04-02-2024 22:00,72,48,16.47,340.34,75,76.28,4900.44,55.56,95.8,0.85,Clear,Snowy
"Chicago, IL",04-02-2024 23:00,65,23,5.93,219.29,47,12.62,4837.33,52.95,95.7,0.81,Heavy Traffic,Snowy
"Phoenix, AZ",05-02-2024 00:00,59,52,44.18,346.76,60,69.09,2354.23,51.19,89.3,0.84,Clear,Sunny
"Los Angeles, CA",05-02-2024 01:00,41,68,47.39,388.09,46,57.4,2048.21,108.16,39.2,0.95,Road Construction,Sunny
"Dallas, TX",05-02-2024 02:00,64,39,22.21,150.55,82,37.95,3718.24,130.69,68.9,0.72,Event Nearby,Sunny
"San Jose, CA",05-02-2024 03:00,44,68,48.9,259.01,41,79.75,3485.54,179.18,50.8,0.82,Road Construction,Foggy
"Phoenix, AZ",05-02-2024 04:00,59,66,10.37,294.06,42,38.86,2605.54,84,97.6,0.85,Heavy Traffic,Snowy
"Philadelphia, PA",05-02-2024 05:00,56,15,44.03,242.9,74,77.44,3864.58,158.16,30,0.83,Road Construction,Foggy
"Los Angeles, CA",05-02-2024 06:00,24,69,28.3,65.78,41,46.08,3655.72,148.12,58.1,0.83,Clear,Sunny
"New York, NY",05-02-2024 07:00,82,21,38.13,252.33,83,67.2,4938.46,55.68,32.7,0.74,Heavy Traffic,Sunny
"Houston, TX",05-02-2024 08:00,94,55,40.67,101.13,81,51.84,1055.51,11.69,86,0.96,Heavy Traffic,Cloudy
"Houston, TX",05-02-2024 09:00,88,49,20.02,346.85,88,53.45,2277.3,125.81,65.7,0.96,Heavy Traffic,Rainy
"Chicago, IL",05-02-2024 10:00,92,45,18.92,237.99,49,38.15,1202.28,59.63,65.4,0.98,Road Construction,Rainy
"New York, NY",05-02-2024 11:00,38,64,12.41,154.99,50,77.89,2858.02,199.51,75.4,0.75,Heavy Traffic,Foggy
"Philadelphia, PA",05-02-2024 12:00,43,52,38.55,301.93,66,44.44,3937.77,190.94,77.9,0.71,Accident,Snowy
"Phoenix, AZ",05-02-2024 13:00,74,33,6.52,316.94,78,45.16,2559.39,49.46,79.7,0.88,Clear,Rainy
"Los Angeles, CA",05-02-2024 14:00,80,50,5.93,85.68,67,49.08,2629.73,85.87,41.4,0.83,Event Nearby,Sunny
"New York, NY",05-02-2024 15:00,38,60,7.21,393.44,70,49.37,2859.85,143.95,74.4,0.96,Clear,Sunny
"Houston, TX",05-02-2024 16:00,37,64,7.51,390.35,87,79.12,1925.36,48.09,66.5,0.9,Heavy Traffic,Snowy
"San Antonio, TX",05-02-2024 17:00,62,56,38.09,215.28,41,70.13,3220.35,119.35,74.4,0.95,Event Nearby,Foggy
"Los Angeles, CA",05-02-2024 18:00,82,66,41.1,323.92,60,22.05,4555.19,32.54,90.1,0.72,Clear,Sunny
"Dallas, TX",05-02-2024 19:00,44,51,49.41,192.83,53,59.24,3072.9,34.55,94.6,0.73,Event Nearby,Snowy
"Philadelphia, PA",05-02-2024 20:00,31,58,43.83,215.62,51,46.81,3373.08,77.04,53.4,0.74,Road Construction,Snowy
"Houston, TX",05-02-2024 21:00,57,27,28.5,150.15,68,67.03,1515.18,34.02,47.9,0.85,Heavy Traffic,Rainy
"San Jose, CA",05-02-2024 22:00,43,23,19.51,256.81,47,16.65,1163.68,149.9,96,0.94,Event Nearby,Snowy
"San Jose, CA",05-02-2024 23:00,55,27,15.93,72.47,49,63.94,1296.96,158.31,43.3,0.99,Accident,Foggy
"San Diego, CA",06-02-2024 00:00,50,31,21.77,150.81,78,48.43,2690.82,145.06,82.1,0.84,Road Construction,Rainy
"Chicago, IL",06-02-2024 01:00,73,36,46.71,333.94,61,38.67,4954.24,147.2,56.5,0.96,Road Construction,Cloudy
"San Jose, CA",06-02-2024 02:00,67,25,25.85,108.44,85,19.59,2748.6,124.89,36.5,0.77,Clear,Foggy
"Los Angeles, CA",06-02-2024 03:00,23,26,5.64,370.53,79,76.32,1034.05,128.6,81.6,0.76,Road Construction,Foggy
"New York, NY",06-02-2024 04:00,55,19,6.12,231.53,69,12.66,2852.51,131.15,46.9,0.84,Heavy Traffic,Cloudy
"Philadelphia, PA",06-02-2024 05:00,42,20,6.62,268.33,57,10.67,2506.67,27.43,74.4,0.75,Event Nearby,Cloudy
"Houston, TX",06-02-2024 06:00,48,18,38.25,292.45,42,30.79,1207.91,79.7,99.1,0.71,Accident,Snowy
"New York, NY",06-02-2024 07:00,30,67,40.9,344.75,56,33.77,1397.76,32.49,66.9,0.94,Clear,Snowy
"Houston, TX",06-02-2024 08:00,84,63,17.43,395.01,43,18.74,1267.76,155.4,99.7,0.8,Accident,Rainy
"San Jose, CA",06-02-2024 09:00,63,45,32.39,60.77,55,43.75,4240.97,15.14,69.5,0.74,Event Nearby,Snowy
"New York, NY",06-02-2024 10:00,81,58,44.98,121.29,58,30.24,1879.27,22.15,35.2,0.73,Clear,Snowy
"Los Angeles, CA",06-02-2024 11:00,44,43,39.82,236.01,68,16.76,2585.52,117.78,89.6,0.84,Clear,Rainy
"San Jose, CA",06-02-2024 12:00,87,62,16.79,172.62,72,67.37,3303.11,130.92,87.1,0.86,Heavy Traffic,Sunny
"San Diego, CA",06-02-2024 13:00,85,22,42.66,296.03,47,47.19,3922.32,103.78,70.6,0.94,Heavy Traffic,Foggy
"Los Angeles, CA",06-02-2024 14:00,37,17,45.15,234.35,56,46.5,1293.68,18.38,98.5,0.75,Event Nearby,Foggy
"San Antonio, TX",06-02-2024 15:00,64,49,40.62,74.3,57,78.39,2196.87,47.51,57.3,0.75,Heavy Traffic,Cloudy
"Los Angeles, CA",06-02-2024 16:00,33,69,36.78,126.46,47,58.06,3440.26,75.35,66.3,0.82,Road Construction,Snowy
"Dallas, TX",06-02-2024 17:00,27,20,18.31,148.92,51,31.89,2370.66,93.64,92.5,0.95,Heavy Traffic,Rainy
"San Jose, CA",06-02-2024 18:00,50,53,48.38,154.07,62,56.52,3049.91,51.98,85.4,0.84,Heavy Traffic,Foggy
"San Antonio, TX",06-02-2024 19:00,57,25,38.6,236.67,79,19.13,1754.26,119.15,67.2,0.97,Accident,Sunny
"Philadelphia, PA",06-02-2024 20:00,61,25,9.79,379.6,64,43.56,1006.68,198.79,54.5,0.83,Heavy Traffic,Foggy
"San Antonio, TX",06-02-2024 21:00,52,25,16.78,188.11,57,54.5,4156.24,164.49,67.6,0.78,Road Construction,Snowy
"Houston, TX",06-02-2024 22:00,71,68,5.47,256.46,75,72.75,1458.13,124.24,68.2,0.8,Clear,Rainy
"Chicago, IL",06-02-2024 23:00,71,23,10.34,103.01,73,72.67,1281.89,174.45,79.4,0.85,Event Nearby,Sunny
"Los Angeles, CA",07-02-2024 00:00,81,53,8.34,246.65,60,66.76,4128.05,131.24,68.4,0.71,Event Nearby,Foggy
"Phoenix, AZ",07-02-2024 01:00,72,68,43.76,311.05,56,62.88,4927,124.4,72.5,0.76,Road Construction,Sunny
"Houston, TX",07-02-2024 02:00,28,16,47.99,239.8,44,14.84,2358.94,116.92,41.5,0.89,Heavy Traffic,Snowy
"Los Angeles, CA",07-02-2024 03:00,74,37,45.93,381.98,47,30.69,1755.8,140.54,82.1,0.81,Event Nearby,Rainy
"Chicago, IL",07-02-2024 04:00,30,20,19.39,364.79,88,79.32,1548.93,108.14,57.6,0.91,Clear,Foggy
"Chicago, IL",07-02-2024 05:00,94,58,49.31,225.67,68,55.42,4665,177.51,61.9,0.78,Road Construction,Snowy
"San Jose, CA",07-02-2024 06:00,29,60,41.21,123.01,85,78.38,2086.06,138.55,83.6,0.87,Accident,Foggy
"San Diego, CA",07-02-2024 07:00,54,34,11.76,191.36,70,24.83,3794.85,96.47,58.8,0.9,Event Nearby,Cloudy
"Los Angeles, CA",07-02-2024 08:00,58,27,10.83,288.12,50,53.45,4892.73,104.34,43.2,0.96,Road Construction,Cloudy
"New York, NY",07-02-2024 09:00,68,30,46.9,308.46,80,40.23,4203.47,167.33,49.8,0.97,Road Construction,Rainy
"San Antonio, TX",07-02-2024 10:00,50,31,42.25,233.69,40,74.99,3886.02,68.03,46.2,0.99,Event Nearby,Cloudy
"Chicago, IL",07-02-2024 11:00,73,27,19.05,55.01,63,15.11,3707.33,174,74.1,0.98,Road Construction,Sunny
"Houston, TX",07-02-2024 12:00,35,24,32.57,248.59,59,27.08,1875.87,134.05,36.3,0.72,Clear,Rainy
"Dallas, TX",07-02-2024 13:00,42,36,28.16,325.6,86,27.76,1457.96,140.25,81.9,0.88,Clear,Sunny
"Chicago, IL",07-02-2024 14:00,55,39,8.83,206.92,43,58.67,3671.53,136.29,82.7,0.76,Heavy Traffic,Sunny
"Dallas, TX",07-02-2024 15:00,39,64,29.61,237.36,70,78.1,1089.9,44.96,33.5,0.9,Accident,Snowy
"San Jose, CA",07-02-2024 16:00,46,25,40.28,217.86,40,36.75,3613.53,111.79,79.1,0.74,Event Nearby,Snowy
"San Antonio, TX",07-02-2024 17:00,52,48,26.33,370.2,49,36.25,2964.52,101.65,54.1,0.84,Heavy Traffic,Snowy
"Phoenix, AZ",07-02-2024 18:00,85,16,44.67,59.91,80,69.32,1597.25,122.34,64.8,0.84,Event Nearby,Foggy
"San Diego, CA",07-02-2024 19:00,71,20,23.92,140.68,45,48.55,2869.82,103.56,91.5,0.99,Heavy Traffic,Rainy
"Chicago, IL",07-02-2024 20:00,37,15,14.21,205.29,41,62.22,1087,128.2,64.3,0.79,Accident,Cloudy
"Chicago, IL",07-02-2024 21:00,46,42,40.4,145.05,60,14.09,3750.71,125.77,45.1,0.95,Event Nearby,Foggy
"San Jose, CA",07-02-2024 22:00,24,48,9.09,65.7,49,40.32,1827.36,116.98,94.5,0.9,Clear,Cloudy
"Philadelphia, PA",07-02-2024 23:00,87,32,20.1,353.49,80,55.23,2019.88,180.07,45.5,0.98,Clear,Cloudy
"San Jose, CA",08-02-2024 00:00,89,63,43.22,384.44,40,14.28,4603.45,165.47,71.2,0.71,Accident,Sunny
"New York, NY",08-02-2024 01:00,87,37,30.62,181.84,65,55.12,1668.57,44.76,34.2,0.99,Clear,Cloudy
"San Jose, CA",08-02-2024 02:00,37,24,7.01,274.81,88,56.98,1198.62,36.97,89,0.74,Heavy Traffic,Snowy
"Chicago, IL",08-02-2024 03:00,68,28,38.94,97.79,66,45.04,4548.05,41.94,86.1,0.71,Event Nearby,Foggy
"Houston, TX",08-02-2024 04:00,48,34,34.73,219.28,61,66.78,1758.22,69.56,63.5,0.75,Heavy Traffic,Sunny
"Los Angeles, CA",08-02-2024 05:00,40,64,24.39,323.77,48,68.25,3977.45,28.12,54.8,0.99,Event Nearby,Foggy
"Houston, TX",08-02-2024 06:00,23,26,12.84,126.89,86,42.41,3500.62,119.34,50.5,0.88,Clear,Sunny
"Phoenix, AZ",08-02-2024 07:00,20,48,23.54,128.41,68,60.4,4749.88,159.22,92.8,0.76,Heavy Traffic,Snowy
"San Antonio, TX",08-02-2024 08:00,79,25,9.11,148.54,75,43.52,1289.04,86.12,36,0.92,Road Construction,Snowy
"Los Angeles, CA",08-02-2024 09:00,70,22,25.33,388.12,84,18.71,1318.3,93.97,56.5,0.89,Event Nearby,Cloudy
"Los Angeles, CA",08-02-2024 10:00,52,36,28.49,302.45,69,55.32,3087.17,74.88,59,0.98,Event Nearby,Cloudy
"Phoenix, AZ",08-02-2024 11:00,41,58,17.65,57.9,47,49.78,4010.65,24.33,79.1,0.96,Heavy Traffic,Snowy
"Houston, TX",08-02-2024 12:00,21,50,47.5,98.98,64,60.11,3465.3,68.24,63.9,0.97,Heavy Traffic,Cloudy
"New York, NY",08-02-2024 13:00,27,48,46.5,198.96,73,32.75,1208.81,10.6,55,0.91,Clear,Snowy
"Houston, TX",08-02-2024 14:00,37,31,6.86,338.35,60,46.36,2292.8,68.97,84.4,0.76,Road Construction,Snowy
"Chicago, IL",08-02-2024 15:00,62,69,33.07,339.97,65,47.48,3400.61,168.26,34.8,0.93,Clear,Cloudy
"Phoenix, AZ",08-02-2024 16:00,24,55,42.24,245.36,50,52.07,2430.9,191.42,45.4,0.93,Heavy Traffic,Rainy
"New York, NY",08-02-2024 17:00,89,68,45.47,170.69,66,43.93,2085.18,124.81,97.2,0.79,Clear,Snowy
"Dallas, TX",08-02-2024 18:00,44,42,5.24,54.3,64,32.94,2081.39,188.53,38.2,0.8,Accident,Rainy
"Houston, TX",08-02-2024 19:00,73,50,5.73,188.48,46,78.75,3766.56,65.66,50.6,0.83,Road Construction,Cloudy
"Houston, TX",08-02-2024 20:00,74,50,15.7,130.68,44,46.79,2295.79,15.8,74.1,0.87,Clear,Snowy
"Phoenix, AZ",08-02-2024 21:00,43,31,8.5,146.09,60,33.79,3859.06,38.36,90.1,0.78,Road Construction,Sunny
"Chicago, IL",08-02-2024 22:00,76,56,47.41,150.31,44,68.84,2854.74,155.26,31.6,0.79,Road Construction,Snowy
"Philadelphia, PA",08-02-2024 23:00,29,63,31.99,299.58,78,25.21,3110.03,61.91,57.4,0.74,Heavy Traffic,Snowy
"Chicago, IL",09-02-2024 00:00,58,36,7.4,104.07,60,39.82,2895.42,51.32,39,0.88,Road Construction,Cloudy
"Chicago, IL",09-02-2024 01:00,74,35,15.58,237.29,51,22.96,3546.53,40.58,64.3,0.84,Heavy Traffic,Snowy
"Philadelphia, PA",09-02-2024 02:00,71,51,9.63,239.1,63,59.8,2099.18,116.15,43.2,0.91,Accident,Snowy
"San Antonio, TX",09-02-2024 03:00,44,32,23.2,202.05,61,65.67,1706.43,191.15,92.3,0.78,Event Nearby,Rainy
"Los Angeles, CA",09-02-2024 04:00,82,22,37.84,196.32,61,33.51,3623.87,143.13,79.2,0.88,Accident,Cloudy
"Houston, TX",09-02-2024 05:00,35,52,32.34,107.35,75,22.98,1127.07,57.44,50.8,0.95,Road Construction,Sunny
"Chicago, IL",09-02-2024 06:00,64,19,29.72,399.33,85,35.59,3415.49,69.47,48.1,0.8,Accident,Sunny
"Houston, TX",09-02-2024 07:00,88,46,17.95,188.37,63,71.22,4652.61,66.33,93.4,0.95,Road Construction,Snowy
"Chicago, IL",09-02-2024 08:00,23,17,30.66,235.46,70,34.66,1630.76,133.55,78.1,0.96,Heavy Traffic,Cloudy
"Los Angeles, CA",09-02-2024 09:00,55,61,12.14,281.14,44,62.04,1385.22,76.63,42.3,0.87,Accident,Foggy
"Phoenix, AZ",09-02-2024 10:00,84,61,30.83,226.71,65,56.82,4015.81,107.82,97.6,0.93,Accident,Foggy
"Phoenix, AZ",09-02-2024 11:00,77,26,39.88,394.88,42,44.6,1589.53,197.09,66.8,0.73,Accident,Rainy
"San Jose, CA",09-02-2024 12:00,24,60,27.17,321.39,70,25.88,1040.33,137.31,52.6,0.86,Clear,Snowy
"New York, NY",09-02-2024 13:00,68,43,25.78,216.69,52,78.16,3853.09,199.16,86.5,0.79,Event Nearby,Cloudy
"Dallas, TX",09-02-2024 14:00,34,55,24.93,111.64,43,66.74,3713.73,192.21,48.3,0.74,Road Construction,Snowy
"Los Angeles, CA",09-02-2024 15:00,81,39,43.78,67.38,72,34.51,1174.14,56.58,83.7,0.7,Clear,Snowy
"Chicago, IL",09-02-2024 16:00,74,61,15.9,387.87,56,66.53,2373.15,155.1,87.9,0.71,Heavy Traffic,Foggy
"Los Angeles, CA",09-02-2024 17:00,84,17,49.4,397.03,40,16.5,2791.59,112.48,96.3,0.86,Clear,Cloudy
"Phoenix, AZ",09-02-2024 18:00,40,61,15.24,358.77,49,43.1,2339.86,175.37,49.3,0.84,Road Construction,Snowy
"Los Angeles, CA",09-02-2024 19:00,67,55,49.33,134.65,74,36.77,2796.01,194,96.4,0.95,Road Construction,Foggy
"Dallas, TX",09-02-2024 20:00,83,66,39.08,143.16,59,20.38,3654.35,39.22,98.3,0.88,Event Nearby,Foggy
"Chicago, IL",09-02-2024 21:00,51,31,16.82,287.53,79,31.92,2081.77,85.68,42.3,0.93,Event Nearby,Sunny
"San Antonio, TX",09-02-2024 22:00,32,56,22.29,145.96,43,52.07,1773.18,19.28,94.5,0.93,Clear,Foggy
"San Antonio, TX",09-02-2024 23:00,44,31,10.75,187.88,89,67.68,4478.33,67.02,91.8,0.95,Accident,Snowy
"Philadelphia, PA",10-02-2024 00:00,61,37,11.36,216.19,85,18.92,2051.45,145.03,65.4,0.9,Accident,Cloudy
"Houston, TX",10-02-2024 01:00,51,31,17.02,160.07,80,46.22,1108.3,65.01,98.4,0.74,Road Construction,Sunny
"Philadelphia, PA",10-02-2024 02:00,60,19,44.21,148.11,77,33.11,2602.66,15.31,86.9,0.96,Clear,Snowy
"Dallas, TX",10-02-2024 03:00,26,38,26.32,375.36,62,71.6,3412.9,61.62,65.5,0.72,Heavy Traffic,Rainy
"Los Angeles, CA",10-02-2024 04:00,51,66,33.48,158.34,56,29.24,2664.33,168.16,58.8,0.88,Event Nearby,Sunny
"San Antonio, TX",10-02-2024 05:00,40,64,13.56,98.22,63,17.62,2068.36,87.51,43.3,0.71,Road Construction,Cloudy
"San Diego, CA",10-02-2024 06:00,47,28,43.99,367.05,53,72.32,4607.62,117.92,57.3,0.77,Event Nearby,Snowy
"Philadelphia, PA",10-02-2024 07:00,87,35,16.1,198.16,84,40.6,1412.32,120.68,59.7,0.91,Event Nearby,Sunny
"Dallas, TX",10-02-2024 08:00,92,56,35.4,397.38,87,26.05,4695.66,199.74,95.2,0.98,Accident,Foggy
"Los Angeles, CA",10-02-2024 09:00,41,55,44.4,399.4,80,30.11,4457.23,164.75,42.3,1,Event Nearby,Snowy
"Dallas, TX",10-02-2024 10:00,65,39,35.16,389.08,58,11.2,4157.4,144.89,91.3,0.83,Heavy Traffic,Snowy
"Los Angeles, CA",10-02-2024 11:00,22,65,22.93,381.16,61,56.34,1946.18,35.69,77.4,0.99,Clear,Rainy
"Philadelphia, PA",10-02-2024 12:00,79,27,35.14,284.97,67,49.28,2298.73,59.57,32.7,0.99,Road Construction,Cloudy
"Houston, TX",10-02-2024 13:00,64,55,41.11,346.81,72,32.51,2900.11,93.13,99.7,0.96,Event Nearby,Foggy
"San Jose, CA",10-02-2024 14:00,62,57,16.97,202.92,58,73.14,2008.8,81.26,46.1,0.76,Accident,Sunny
"New York, NY",10-02-2024 15:00,35,44,14.25,329.96,43,60.54,2559.81,33.45,30.5,0.93,Event Nearby,Sunny
"Los Angeles, CA",10-02-2024 16:00,74,24,22.32,159.61,67,44.8,3224.71,181.04,38.1,0.91,Event Nearby,Rainy
"Houston, TX",10-02-2024 17:00,89,18,17.6,183.34,78,16.65,3428.12,191.4,38.4,0.75,Accident,Rainy
"San Jose, CA",10-02-2024 18:00,81,48,44.63,193.22,65,58.06,4178.3,27.07,58.2,0.98,Event Nearby,Snowy
"Los Angeles, CA",10-02-2024 19:00,72,28,39.39,131.85,72,60.57,1663.41,188.01,53.7,0.72,Clear,Snowy
"San Diego, CA",10-02-2024 20:00,52,23,49.61,184.93,60,71.15,3783.25,19.58,59.3,0.73,Road Construction,Cloudy
"Philadelphia, PA",10-02-2024 21:00,76,54,36.1,194.68,52,33.6,2443.04,73.41,70.2,0.92,Road Construction,Foggy
"San Diego, CA",10-02-2024 22:00,31,59,10.71,332.17,85,13.18,3106.89,160.73,98.6,0.95,Road Construction,Cloudy
"Chicago, IL",10-02-2024 23:00,93,55,35.06,69.44,41,48.62,1593.43,127.23,50,0.84,Event Nearby,Cloudy
"San Antonio, TX",11-02-2024 00:00,59,15,35.64,111.4,86,30.16,2195.34,116.71,57.7,0.7,Road Construction,Sunny
"San Diego, CA",11-02-2024 01:00,25,55,14.52,221.48,44,10.92,2968.07,76.04,39.7,0.96,Clear,Sunny
"Chicago, IL",11-02-2024 02:00,82,67,9.14,226.96,81,13.21,2508.63,83.15,70.3,0.87,Clear,Snowy
"Los Angeles, CA",11-02-2024 03:00,45,35,21.19,61.9,66,46.96,3191.22,22.63,70.4,1,Road Construction,Foggy
"Philadelphia, PA",11-02-2024 04:00,86,25,10.59,291.9,43,77.75,2992.85,51.22,30.2,0.95,Road Construction,Rainy
"San Jose, CA",11-02-2024 05:00,89,29,44.92,247.26,54,63.6,1402.34,35.62,84.2,0.96,Road Construction,Cloudy
"Chicago, IL",11-02-2024 06:00,27,22,47.66,327.66,89,62.61,4864.3,151.14,51.1,0.76,Accident,Snowy
"Chicago, IL",11-02-2024 07:00,29,37,43.12,141.97,65,75.65,2141.9,186.52,59.4,0.86,Road Construction,Snowy
"San Antonio, TX",11-02-2024 08:00,88,26,27.04,166.82,87,54.6,3479.19,178.9,51.2,0.79,Road Construction,Sunny
"Houston, TX",11-02-2024 09:00,60,46,20.32,356.01,40,21.26,1405.78,106.8,83.9,0.78,Accident,Foggy
"New York, NY",11-02-2024 10:00,52,52,39.3,128.39,62,23.99,4928.5,11.21,88.6,0.95,Accident,Foggy
"San Jose, CA",11-02-2024 11:00,80,45,48.5,132.78,69,75.64,4184.02,97.86,92.8,0.81,Clear,Rainy
"San Jose, CA",11-02-2024 12:00,23,60,20.77,129.34,41,53.96,2812.44,89.24,58.9,0.89,Accident,Rainy
"Los Angeles, CA",11-02-2024 13:00,61,32,41.7,191.41,56,31.98,1561.06,180.94,47.7,0.99,Heavy Traffic,Foggy
"Dallas, TX",11-02-2024 14:00,94,23,48.21,189.42,70,17.55,2840.2,185.49,61.4,0.83,Clear,Rainy
"Houston, TX",11-02-2024 15:00,36,51,35.66,63.49,63,56.78,4789.52,17.17,66,0.96,Heavy Traffic,Cloudy
"Houston, TX",11-02-2024 16:00,90,36,38.1,248.07,41,37.54,4106.73,175.57,34.1,0.92,Heavy Traffic,Sunny
"Chicago, IL",11-02-2024 17:00,56,18,12.98,161.72,80,67.27,3461.96,45.64,31.1,0.97,Clear,Cloudy
"San Antonio, TX",11-02-2024 18:00,94,45,44.81,361.22,55,27.45,2239.39,16.64,78.2,0.85,Heavy Traffic,Sunny
"San Jose, CA",11-02-2024 19:00,80,43,21.87,117.94,67,36.07,2092.8,179.94,39.1,0.86,Clear,Cloudy
"New York, NY",11-02-2024 20:00,20,40,22.37,397.77,80,34.71,2992.52,188.47,51.8,1,Clear,Rainy
"Philadelphia, PA",11-02-2024 21:00,90,47,7.21,376.67,50,22.7,4881.29,84.12,96.3,0.99,Clear,Rainy
"Chicago, IL",11-02-2024 22:00,86,58,21.41,333.1,89,56.2,3776.49,194.06,88.8,0.85,Event Nearby,Foggy
"San Diego, CA",11-02-2024 23:00,43,66,49.04,131.11,58,16.09,4159.75,58.02,98.9,0.84,Accident,Snowy
"San Diego, CA",12-02-2024 00:00,55,24,8.99,197.96,70,78.85,4568.55,157,45,0.94,Road Construction,Sunny
"San Antonio, TX",12-02-2024 01:00,47,55,38.96,321.09,85,50.55,3891.5,51.54,40.1,0.79,Road Construction,Sunny
"San Antonio, TX",12-02-2024 02:00,58,41,20.2,380.71,82,75.85,2238.97,159.02,50.3,0.9,Road Construction,Snowy
"Philadelphia, PA",12-02-2024 03:00,22,35,43.39,226.46,59,20.06,3951.88,187.67,64.2,0.72,Accident,Snowy
"Houston, TX",12-02-2024 04:00,43,49,40.83,119.61,53,58.85,1625.62,193.25,85.3,0.84,Clear,Cloudy
"Dallas, TX",12-02-2024 05:00,63,17,41.75,83.6,75,40.98,3214.91,68.11,80.1,0.78,Accident,Cloudy
"Philadelphia, PA",12-02-2024 06:00,44,52,39.9,225.45,43,75.44,2101.97,153.97,38.8,0.93,Road Construction,Snowy
"San Antonio, TX",12-02-2024 07:00,71,19,49.61,389.91,84,76.3,3937.96,148.83,46.2,0.89,Heavy Traffic,Foggy
"Phoenix, AZ",12-02-2024 08:00,26,28,34.13,76.03,67,64.27,2271.82,152.73,98.3,0.93,Heavy Traffic,Rainy
"Chicago, IL",12-02-2024 09:00,50,26,9.36,171.54,75,59.35,4948.34,123.72,79.2,0.74,Heavy Traffic,Sunny
"San Antonio, TX",12-02-2024 10:00,24,27,26.17,209.6,87,29.86,3282.74,45.8,49.7,0.87,Event Nearby,Sunny
"Chicago, IL",12-02-2024 11:00,90,43,11.51,53.29,76,56.45,2322.43,197.42,59.4,0.78,Heavy Traffic,Cloudy
"Los Angeles, CA",12-02-2024 12:00,25,28,46.58,121.27,77,32.82,2086.75,137.58,88.4,0.77,Road Construction,Snowy
"Phoenix, AZ",12-02-2024 13:00,40,20,41.15,256.98,69,40.13,3127.8,169.39,91.4,0.99,Clear,Cloudy
"San Diego, CA",12-02-2024 14:00,29,43,15.84,212.49,57,42.99,3237.08,67.39,33.9,0.9,Heavy Traffic,Rainy
"Houston, TX",12-02-2024 15:00,56,37,25.83,117.72,77,21.68,2065.73,42.68,90.1,0.79,Road Construction,Sunny
"San Jose, CA",12-02-2024 16:00,60,57,26.09,92.62,48,57.94,3266.93,138.38,48.4,0.78,Road Construction,Rainy
"Houston, TX",12-02-2024 17:00,64,33,37.36,229.89,58,61.32,3590.58,168.81,43.6,0.77,Clear,Cloudy
"Houston, TX",12-02-2024 18:00,72,62,34.47,71.53,63,44.91,4366.12,114.8,65.4,0.88,Heavy Traffic,Cloudy
"San Jose, CA",12-02-2024 19:00,52,47,21.32,164.76,40,27.45,3984.76,150.3,31.2,0.77,Clear,Foggy
"San Antonio, TX",12-02-2024 20:00,43,29,5.1,134.47,88,57.55,1214.54,140.99,44.9,0.91,Clear,Snowy
"Houston, TX",12-02-2024 21:00,61,34,41.84,114.19,61,74.2,3018.09,144.14,37.5,0.79,Event Nearby,Rainy
"San Antonio, TX",12-02-2024 22:00,43,60,20.05,328.38,71,76.16,4885.62,55.44,47.5,0.75,Clear,Rainy
"Dallas, TX",12-02-2024 23:00,46,61,25.91,153.69,55,48.06,4947.16,163.73,87.2,0.85,Clear,Snowy
"New York, NY",13-02-2024 00:00,87,19,7.04,215.45,54,27.41,3191.12,66.67,78.9,0.76,Accident,Snowy
"San Antonio, TX",13-02-2024 01:00,57,67,27.84,340.99,50,19.54,4102.9,172.69,76.4,0.81,Clear,Snowy
"Houston, TX",13-02-2024 02:00,87,21,39.41,151.8,64,17.64,3502.74,124.02,60.8,0.97,Event Nearby,Rainy
"Phoenix, AZ",13-02-2024 03:00,34,44,24.94,311.23,48,58.23,2939.96,49.52,69.7,0.78,Accident,Cloudy
"Houston, TX",13-02-2024 04:00,62,43,7.94,287.8,43,68.11,3706,50.09,39.4,0.87,Heavy Traffic,Rainy
"San Antonio, TX",13-02-2024 05:00,55,41,30.74,177.7,89,65.88,4183.08,23.96,37.5,0.9,Clear,Sunny
"Chicago, IL",13-02-2024 06:00,64,15,41.06,353.37,61,19.76,3851.9,119.97,47.6,0.91,Event Nearby,Snowy
"Houston, TX",13-02-2024 07:00,57,40,25.17,270.71,52,20.53,3312.44,189.79,41.8,0.83,Heavy Traffic,Foggy
